Symbol,Company Name,Current Price,PE,Market Capital,FFMC,Outstanding Shares,Basic Industry,Industry,Macro,Sectoral Index,Sectoral PE,Status
GUJGASLTD,Gujarat Gas Limited,512,21.91,3524557.44,882257.9939530999,688390125,Gas Transmission/Marketing,Gas Transmission/Marketing,Energy,NIFTY 500                                         ,21.73,Active
LUPIN,Lupin Limited,662.7,111.52,3014892.57,1596657.645191,454940783,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
HINDPETRO,Hindustan Petroleum Corporation Limited,220.75,0,3131445.47,1406916.248571,1418548345,Refineries & Marketing,Refineries & Marketing,Energy,NIFTY 500                                         ,21.73,Active
STARHEALTH,Star Health and Allied Insurance Company Limited,578.05,NA,3362385.91,473716.89472599997,581677348,General Insurance,General Insurance,Financial Services,NA,NA,Active
MANYAVAR,Vedant Fashions Limited,1191,NA,2891209.89,433645.0709207,242754819,Speciality Retail,Speciality Retail,Consumer Discretionary,NA,NA,Active
PETRONET,Petronet LNG Limited,224.3,9.91,3364500.2,1683375.098758,1500000088,LPG/CNG/PNG/LNG Supplier,LPG/CNG/PNG/LNG Supplier,Energy,NIFTY 500                                         ,21.73,Active
OBEROIRLTY,Oberoi Realty Limited,883.1,68.19,3210971.35,1029488.8297522999,363602237,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NIFTY REALTY                                      ,38.26,Active
BIOCON,Biocon Limited,226.15,25.17,2715156.9,1005718.608,1200600000,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
GICRE,General Insurance Corporation of India,145.2,0,2547388.8,357002.856,1754400000,General Insurance,General Insurance,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
SUPREMEIND,Supreme Industries Limited,2710,43.4,3442428.18,1749354.3510110998,127026870,Plastic Products - Industrial,Plastic Products - Industrial,Industrials,NIFTY 500                                         ,21.73,Active
RECLTD,REC Limited,121.65,2.92,3203317,1503083.75756,2633224000,Financial Institution,Financial Institution,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
APLAPOLLO,APL Apollo Tubes Limited,1248,79.48,3461088.56,2143811.5651502,277330814,Iron & Steel Products,Iron & Steel Products,Industrials,NIFTY METAL                                       ,12.23,Active
UNOMINDA,UNO Minda Limited,499.75,NA,2862860.6,859345.6619736,572858550,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NA,NA,Active
PERSISTENT,Persistent Systems Limited,4870,51.28,3721897.5,2460487.59,76425000,Computers - Software & Consulting,Computers - Software & Consulting,Information Technology,NIFTY IT                                          ,26.74,Active
FEDERALBNK,The Federal Bank  Limited,134,12.2,2836472.76,2837513.344861,2116770715,Private Sector Bank,Private Sector Bank,Financial Services,NIFTY BANK                                        ,16.04,Active
LINDEINDIA,Linde India Limited,3750,78.77,3198158.36,798548.1615326,85284223,Industrial Gases,Industrial Gases,Commodities,NIFTY 500                                         ,21.73,Active
M&MFIN,Mahindra & Mahindra Financial Services Limited,257,16.51,3175311.89,1487750.9978688,1235529920,Non Banking Financial Company (NBFC),Non Banking Financial Company (NBFC),Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
IGL,Indraprastha Gas Limited,445.7,20.4,3119903.57,1557676.7802,700000800,LPG/CNG/PNG/LNG Supplier,LPG/CNG/PNG/LNG Supplier,Energy,NIFTY 500                                         ,21.73,Active
ESCORTS,Escorts Kubota Limited,2012,42.43,2654644.95,664337.4337155,131940604,Tractors,Tractors,Industrials,NIFTY 500                                         ,21.73,Active
CENTRALBK,Central Bank of India,26.9,17.93,2335172.71,163765.92238469998,8680939432,Public Sector Bank,Public Sector Bank,Financial Services,NIFTY BANK                                        ,16.04,Active
BHEL,Bharat Heavy Electricals Limited,74.95,34.3,2609806.48,964984.2175712,3482063355,Heavy Electrical Equipment,Heavy Electrical Equipment,Industrials,NIFTY 500                                         ,21.73,Active
ABFRL,Aditya Birla Fashion and Retail Limited,236.6,50.41,2244669.65,808228.180282,948719211,Speciality Retail,Speciality Retail,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
DEEPAKNTR,Deepak Nitrite Limited,1829.05,48.64,2494696.92,1348977.6409152,136393041,Specialty Chemicals,Specialty Chemicals,Commodities,NIFTY 500                                         ,21.73,Active
VOLTAS,Voltas Limited,911,20.61,3014359.98,2115147.611976,330884740,Household Appliances,Household Appliances,Consumer Discretionary,NIFTY INDIA CONSUMPTION                           ,38.01,Active
OFSS,Oracle Financial Services Software Limited,3239.6,15.85,2798845.88,754863.91236,86394798,Software Products,Software Products,Information Technology,NIFTY IT                                          ,26.74,Active
COROMANDEL,Coromandel International Limited,934,13.63,2746051.06,1125941.2048191,294009749,Fertilizers,Fertilizers,Commodities,NIFTY 500                                         ,21.73,Active
GLAND,Gland Pharma Limited,1278.1,NA,2104905.74,778479.9792564999,164690223,Pharmaceuticals,Pharmaceuticals,Healthcare,NA,NA,Active
MSUMI,Motherson Sumi Wiring India Limited,49.9,NA,2206132.86,838330.4860658001,4421107932,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NA,NA,Active
AUROPHARMA,Aurobindo Pharma Limited,467.2,19.42,2737505.18,1313018.1101358999,585938609,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
SUNDARMFIN,Sundaram Finance Limited,2292.3,0,2546833.78,1561023.6765017998,111103860,Non Banking Financial Company (NBFC),Non Banking Financial Company (NBFC),Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
PHOENIXLTD,The Phoenix Mills Limited,1377.5,99.94,2460000.88,1301999.9344661,178584456,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NIFTY REALTY                                      ,38.26,Active
IDEA,Vodafone Idea Limited,6.95,0,3353516.28,570097.767343,48252032784,Telecom - Cellular & Fixed line services,Telecom - Cellular & Fixed line services,Telecommunication,NIFTY 500                                         ,21.73,Active
3MINDIA,3M India Limited,23411,65.6,2637265.54,659184.0198525,11265070,Diversified,Diversified,Diversified,NIFTY 500                                         ,21.73,Active
SONACOMS,Sona BLW Precision Forgings Limited,458.1,NA,2681738.39,1232112.4633294,585404582,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NA,NA,Active
ATUL,Atul Limited,7034.3,33.07,2076086.07,1142488.5237081,29513755,Specialty Chemicals,Specialty Chemicals,Commodities,NIFTY 500                                         ,21.73,Active
SUMICHEM,Sumitomo Chemical India Limited,455,NA,2271113.1,570149.216946,499145736,Pesticides & Agrochemicals,Pesticides & Agrochemicals,Commodities,NA,NA,Active
AIAENG,AIA Engineering Limited,2699,28.18,2545706.79,1071989.6764017,94320370,Castings & Forgings,Castings & Forgings,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
FACT,Fertilizers and Chemicals Travancore Limited,251,26.33,1624150.65,162415.065474,647071974,Fertilizers,Fertilizers,Commodities,NIFTY 500                                         ,21.73,Active
DELHIVERY,Delhivery Limited,335,NA,2440292.24,440837.925524,728445446,Logistics Solution Provider,Logistics Solution Provider,Services,NA,NA,Active
METROBRAND,Metro Brands Limited,803.1,NA,2182282.55,241101.4549317,271732356,Footwear,Footwear,Consumer Discretionary,NA,NA,Active
GMRINFRA,GMR Airports Infrastructure Limited,38.95,0,2351000.68,962672.9119097999,6035945275,Airport & Airport services,Airport & Airport services,Services,NIFTY INFRASTRUCTURE                              ,21.24,Active
TATACHEM,Tata Chemicals Limited,1002.5,23.85,2553931.69,1582726.8758934,254756278,Commodity Chemicals,Commodity Chemicals,Commodities,NIFTY 500                                         ,21.73,Active
COFORGE,Coforge Limited,4325.05,NA,2641578.18,1585814.5016688001,61076246,Computers - Software & Consulting,Computers - Software & Consulting,Information Technology,NA,NA,Active
KANSAINER,Kansai Nerolac Paints Limited,413.5,53.07,2228433.04,559937.58908,538919720,Paints,Paints,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
TORNTPOWER,Torrent Power Limited,522.2,21.48,2509780.85,875984.1659380001,480616784,Integrated Power Utilities,Integrated Power Utilities,Utilities,NIFTY INFRASTRUCTURE                              ,21.24,Active
POONAWALLA,Poonawalla Fincorp Limited,296.4,NA,2276156.28,887132.5118569001,767933967,Non Banking Financial Company (NBFC),Non Banking Financial Company (NBFC),Financial Services,NA,NA,Active
SYNGENE,Syngene International Limited,587.4,50.02,2358026.25,802411.36467,401434500,Healthcare Research Analytics & Technology,Healthcare Research Analytics & Technology,Healthcare,NIFTY 500                                         ,21.73,Active
THERMAX,Thermax Limited,2210,90.17,2633354.23,869950.613796,119156300,Heavy Electrical Equipment,Heavy Electrical Equipment,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
MFSL,Max Financial Services Limited,695.1,2033.67,2398892.77,1518151.2497597,345114771,Life Insurance,Life Insurance,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
TIMKEN,Timken India Limited,2873.65,52.95,2161523.15,691278.2179562,75218734,Abrasives & Bearings,Abrasives & Bearings,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
DIXON,Dixon Technologies (India) Limited,2980.6,111.98,1775250.28,1103424.7200263,59560165,Consumer Electronics,Consumer Electronics,Consumer Discretionary,NIFTY INDIA CONSUMPTION                           ,38.01,Active
ZEEL,Zee Entertainment Enterprises Limited,195.1,22.96,1873973.39,1801780.7488128,960519420,TV Broadcasting & Software Production,TV Broadcasting & Software Production,Consumer Discretionary,NIFTY MEDIA                                       ,0,Active
PSB,Punjab & Sind Bank,28.55,14.75,1935058.03,38565.6048834,6777786447,Public Sector Bank,Public Sector Bank,Financial Services,NIFTY BANK                                        ,16.04,Active
LICHSGFIN,LIC Housing Finance Limited,359.5,11.46,1977476.49,1089124.74,550063000,Housing Finance Company,Housing Finance Company,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
RELAXO,Relaxo Footwears Limited,762.5,124.22,1898061.1,550185.0592808,248926046,Footwear,Footwear,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
OIL,Oil India Limited,262.7,4.18,2848732.44,939723.8530164999,1084405194,Oil Exploration & Production,Oil Exploration & Production,Energy,NIFTY 500                                         ,21.73,Active
JKCEMENT,JK Cement Limited,2865.2,45.05,2213889.93,954846.6614863,77268251,Cement & Cement Products,Cement & Cement Products,Commodities,NIFTY COMMODITIES                                 ,13.82,Active
CRISIL,CRISIL Limited,3315,67.61,2422073.06,799464.9428469,73064044,Other Financial Services,Other Financial Services,Financial Services,NIFTY 500                                         ,21.73,Active
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,1290,13.25,2185337.84,548663.7926175,169406034,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
SKFINDIA,SKF India Limited,4508.4,49.77,2228861.12,1047320.7518817999,49437963,Abrasives & Bearings,Abrasives & Bearings,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
AARTIIND,Aarti Industries Limited,548,31.06,1986522.11,1091889.3412225998,362504035,Specialty Chemicals,Specialty Chemicals,Commodities,NIFTY 500                                         ,21.73,Active
DEVYANI,Devyani International Limited,152.6,NA,1838771.06,587140.3211821,1204961378,Restaurants,Restaurants,Consumer Discretionary,NA,NA,Active
L&TFH,L&T Finance Holdings Limited,91.15,8.38,2260220.22,677996.1336384,2479671117,Investment Company,Investment Company,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
RAJESHEXPO,Rajesh Exports Limited,625,2334.54,1845374.74,830418.6346875,295259959,Gems Jewellery And Watches,Gems Jewellery And Watches,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
FORTIS,Fortis Healthcare Limited,279.5,298.61,2110108.02,1462746.510913,754958148,Hospital,Hospital,Healthcare,NIFTY PHARMA                                      ,31.02,Active
CROMPTON,Crompton Greaves Consumer Electricals Limited,316.45,36.21,2012404.97,1949425.2491388,635931418,Household Appliances,Household Appliances,Consumer Discretionary,NIFTY INDIA CONSUMPTION                           ,38.01,Active
IPCALAB,IPCA Laboratories Limited,800.15,37.47,2030014.3,1096550.2228709,253704218,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
BATAINDIA,Bata India Limited,1422,57.09,1827661.62,912931.11662,128527540,Footwear,Footwear,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
NIACL,The New India Assurance Company Limited,103.65,0,1708152,256099.2,1648000000,General Insurance,General Insurance,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
APOLLOTYRE,Apollo Tyres Limited,319.6,53.21,2029782.62,1074774.9799063,635100946,Tyres & Rubber Products,Tyres & Rubber Products,Consumer Discretionary,NIFTY AUTO                                        ,32.25,Active
MAHABANK,Bank of Maharashtra,27.6,9.37,1857617.02,166579.7870633,6730496447,Public Sector Bank,Public Sector Bank,Financial Services,NIFTY BANK                                        ,16.04,Active
VINATIORGA,Vinati Organics Limited,1869.95,44.89,1921972.94,499512.540436,102782050,Specialty Chemicals,Specialty Chemicals,Commodities,NIFTY 500                                         ,21.73,Active
SUNDRMFAST,Sundram Fasteners Limited,990.25,51.03,2080796.18,1062545.6221605,210128370,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NIFTY AUTO                                        ,32.25,Active
